clip_sim,gate,is_fake
0.15055293,0.4991677,0
0.16162634,0.5092885,1
0.29482353,0.4951872,0
0.30050176,0.49476016,1
0.22254834,0.48903143,1
0.29711667,0.5010024,0
0.32056922,0.49103427,0
0.2615322,0.49341965,0
0.32085246,0.48629427,0
0.37514102,0.49878868,1
0.25746906,0.49840486,1
0.27736604,0.4910002,1
0.2606418,0.4884318,0
0.32955176,0.4791707,0
0.2602995,0.4969906,1
0.26672393,0.48963824,0
0.3459111,0.5035635,0
0.30093855,0.5095239,1
0.2768259,0.4887847,0
0.26768893,0.48216307,1
0.27666703,0.49733713,0
0.25214577,0.4932891,1
0.1760339,0.4980801,1
0.23987684,0.49542794,1
0.29157805,0.49874732,0
0.2626611,0.49456668,0
0.28444785,0.5087364,1
0.31744844,0.50401634,0
0.31043532,0.4951568,1
0.29670465,0.5068839,1
0.25784028,0.5049431,1
0.2979496,0.48482004,0
0.33238453,0.49245286,0
0.19221981,0.49500498,1
0.31503302,0.49736142,0
0.31439942,0.48880813,0
0.25596753,0.50084203,0
0.3025024,0.4997406,0
0.30144227,0.4966272,1
0.28850287,0.48495245,0
0.2660708,0.49176392,1
0.31120044,0.508387,1
0.2849155,0.48101762,0
0.27565652,0.49138203,1
0.34270415,0.49554715,0
0.3178444,0.49072084,0
0.3278153,0.50019664,1
0.33462912,0.5041287,1
0.20918012,0.49856925,1
0.31860024,0.49879536,0
0.22360176,0.4869193,1
0.33934587,0.49124515,0
0.27617514,0.50076455,1
0.27112192,0.4796774,0
0.3078387,0.48189113,0
0.30285084,0.4931302,1
0.3388751,0.5052988,0
0.2085649,0.49896136,1
0.27301854,0.49697623,1
0.3270153,0.5122269,1
0.2207467,0.48939085,1
0.33177215,0.5099051,1
0.30131042,0.49542975,0
0.24380213,0.4971203,1
0.31096342,0.496802,1
0.31973904,0.5181079,1
0.357031,0.4910159,0
0.26386917,0.4999467,0
0.24871798,0.49981228,1
0.31904876,0.48903838,0
0.1702264,0.49702492,1
0.29383665,0.52257013,1
0.32565773,0.4902172,0
0.26514253,0.49775147,1
0.30563453,0.496456,0
0.1961479,0.49668643,1
0.25438386,0.50230056,1
0.26236632,0.50882906,1
0.29088742,0.48586264,0
0.31675678,0.49784306,0
0.2198059,0.4877584,0
0.30148458,0.4969833,0
0.27472264,0.48842165,1
0.3748238,0.4891189,1
0.27927554,0.5011888,0
0.29418087,0.49800658,0
0.30311674,0.48815247,0
0.33946127,0.51176745,1
0.3440918,0.5069431,0
0.3166276,0.4941876,0
0.28233021,0.49745545,0
0.14871803,0.49521032,1
0.25503254,0.4771856,0
0.26705068,0.50708747,1
0.26890516,0.49888623,0
0.29242936,0.50061244,1
0.28928536,0.49424562,0
0.25606626,0.49391294,1
0.28868595,0.5142409,1
0.25602007,0.5037289,1
0.18860656,0.49406898,1
0.3076194,0.50635034,1
0.34532842,0.5116511,1
0.3068148,0.4900265,0
0.31349134,0.4952258,0
0.2415638,0.49677408,0
0.30208173,0.5009118,1
0.26873413,0.4970633,0
0.26281056,0.5232639,1
0.32405385,0.5065244,0
0.27932057,0.49482715,0
0.25228107,0.5019595,1
0.23383251,0.48817936,0
0.30167443,0.5104682,1
0.28006208,0.503677,0
0.290992,0.49353114,1
0.20954596,0.49879214,1
0.25080502,0.49573818,0
0.33089685,0.49948668,0
0.28278005,0.5134692,1
0.2601392,0.49477777,0
0.35269767,0.4983714,0
0.2815487,0.4929708,0
0.17818588,0.49575028,1
0.32465386,0.47887155,0
0.33223242,0.49748573,1
0.1830473,0.49128377,1
0.16246715,0.49387428,1
0.27863574,0.49547228,0
0.2804052,0.48498237,0
0.30378547,0.49949825,0
0.104463756,0.4911952,1
0.33014122,0.4922813,0
0.32339007,0.4987543,0
0.28471604,0.5161291,1
0.32472628,0.49826065,0
0.36413378,0.4947997,0
0.2994517,0.4919919,0
0.32674024,0.49785364,0
0.26559606,0.48895916,0
0.19513069,0.49994555,1
0.32873487,0.4929448,0
0.25437123,0.49969935,1
0.28992122,0.500987,0
0.2479674,0.49929687,1
0.28112984,0.5013538,1
0.36943996,0.49662748,0
0.2598471,0.48878583,0
0.18570538,0.49564365,1
0.2913145,0.48328987,0
0.17450956,0.48454753,0
0.116470836,0.4916482,1
0.21951377,0.48621687,1
0.1989752,0.494408,1
0.2985477,0.5040379,1
0.19850262,0.5047801,1
0.25244683,0.49768123,1
0.22953975,0.49144223,0
0.30970877,0.49798962,0
0.31702894,0.49926734,1
0.36245078,0.49294266,1
0.29410142,0.48484775,1
0.30706546,0.5060881,1
0.28334564,0.5007984,0
0.3025148,0.47916687,0
0.20190766,0.4964637,1
0.2122695,0.50400895,1
0.3128487,0.48923954,0
0.24541827,0.48747718,0
0.24349369,0.50461113,0
0.3250602,0.49419653,0
0.18645874,0.49415612,1
0.23751977,0.49760196,1
0.29011965,0.49426103,0
0.31490326,0.49058697,0
0.37695646,0.49264097,0
0.28381073,0.49558043,1
0.28269917,0.48019204,0
0.2565453,0.49761996,0
0.14564691,0.49500576,1
0.30872118,0.4861547,1
0.29674095,0.48542628,0
0.2861646,0.49037752,1
0.24464032,0.5052858,1
0.25631982,0.5016554,1
0.20224622,0.49798822,1
0.2531399,0.4809995,0
0.33231336,0.49087575,1
0.22684285,0.5147913,1
0.30319342,0.49214768,0
0.26115966,0.4889721,0
0.22883032,0.49248716,1
0.25466287,0.50206214,1
0.27577987,0.491549,0
0.19874674,0.50840884,1
0.36034593,0.49444842,0
0.35497546,0.5036459,0
0.26981437,0.4900746,0
0.3541738,0.48140755,0
0.34846795,0.4916626,1
0.3096708,0.49515426,0
0.23238316,0.5050582,1
0.32431567,0.49309602,0
0.29213715,0.5051351,0
0.35121506,0.48336458,0
0.2408332,0.50113094,1
0.30887228,0.5014069,0
0.28900063,0.5087216,0
0.28393435,0.4963087,1
0.3043826,0.50050586,0
0.22654998,0.4963664,1
0.32858598,0.49855182,0
0.35106722,0.5175099,1
0.2120867,0.4993483,1
0.28724766,0.4980724,0
0.20971738,0.48884344,0
0.22088815,0.49956465,0
0.2337441,0.49184498,0
0.3341208,0.4913802,0
0.1532293,0.49551272,1
0.31220236,0.47686407,0
0.25060338,0.49952903,1
0.3090185,0.4925398,0
0.32087827,0.5014884,1
0.24442348,0.5002366,1
0.2901266,0.5096302,1
0.1960312,0.5035756,1
0.30559516,0.5091741,1
0.1214723,0.49863902,0
0.3166573,0.50303185,0
0.22766015,0.49308297,0
0.27527225,0.50238323,1
0.33333528,0.50316876,1
0.2367906,0.502809,0
0.37767702,0.49197873,0
0.2703274,0.49146017,0
0.27245986,0.48130056,0
0.24892265,0.4984094,1
0.30496976,0.4855771,0
0.35565782,0.50898486,1
0.27034825,0.48517832,0
0.36194956,0.5028309,0
0.3485601,0.5071297,1
0.26927778,0.47038826,0
0.2899356,0.48351717,0
0.25639156,0.5053945,1
0.18947773,0.49826804,1
0.30713546,0.48747793,0
0.3228249,0.49452722,0
0.29189157,0.48940063,0
0.25377512,0.49041858,0
0.3193463,0.5035611,0
0.29210132,0.4751059,0
0.29494327,0.4920229,0
0.29525632,0.50310403,0
0.31981176,0.4899231,0
0.19869378,0.49219456,0
0.28563038,0.5025708,1
0.24387854,0.49609935,0
0.3208295,0.49869743,1
0.2456429,0.49566993,1
0.25492704,0.48826787,0
0.28663874,0.50124246,1
0.33338004,0.49538028,0
0.24748522,0.48715258,1
0.24743824,0.49502087,0
0.30284923,0.49868044,0
0.2799192,0.49219278,0
0.2205618,0.48315033,0
0.35203987,0.49205995,0
0.2163697,0.49042156,0
0.16241924,0.49662998,1
0.22892617,0.49778804,1
0.23626488,0.5083708,1
0.20906916,0.48151818,0
0.2981354,0.4947277,1
0.36086124,0.5141373,1
0.27963442,0.49550185,1
0.304438,0.48015556,0
0.26332504,0.5081695,1
0.22463489,0.4974698,1
0.3059416,0.49960676,0
0.33469296,0.5041707,0
0.30278155,0.49813262,0
0.30411917,0.49610484,1
0.27144957,0.49347043,0
0.31666347,0.49024916,0
0.24769288,0.50057876,1
0.2676222,0.47986305,0
0.28681824,0.47723034,0
0.27555567,0.49341002,1
0.18157122,0.4881226,1
0.2384506,0.48901367,0
0.35823333,0.5030074,1
0.29019865,0.50204116,1
0.27595088,0.4896505,0
0.18195237,0.49879774,1
0.28570122,0.5127228,1
0.28737193,0.51418024,1
0.23759112,0.50134856,1
0.3179779,0.48650703,0
0.25510678,0.48938552,1
0.24627104,0.5134806,1
0.24983954,0.48570895,0
0.30823654,0.49825835,0
0.27982527,0.47811568,1
0.23276836,0.4989811,1
0.31229055,0.5085574,1
0.24810806,0.49681735,1
0.35697454,0.49554083,0
0.2186458,0.500154,1
0.20791224,0.48650852,1
0.33235323,0.4911503,0
0.2832339,0.49150681,1
0.38373303,0.5162497,1
0.1335133,0.50614357,1
0.2970213,0.4807558,0
0.29347154,0.49660936,0
0.31175655,0.4963713,0
0.2913893,0.49374866,0
0.25817114,0.5087757,1
0.3349518,0.5004268,1
0.3158432,0.50439703,0
0.3582042,0.49539432,0
0.24891649,0.4930582,0
0.14479314,0.49595806,1
0.29268584,0.49813977,1
0.30760366,0.50227094,1
0.31627175,0.48499298,0
0.29074657,0.48973933,0
0.26024783,0.49171647,0
0.28572965,0.47619596,0
0.3094192,0.5003841,1
0.2081144,0.49883255,1
0.26720762,0.5156031,1
0.33189976,0.50365317,1
0.26939726,0.4957323,0
0.12377815,0.4918356,1
0.34850526,0.5195597,1
0.29341784,0.49228773,0
0.33182335,0.5078246,0
0.2907768,0.498795,0
0.25080028,0.50201446,1
0.28451887,0.48307988,1
0.20827594,0.4920093,1
0.29438406,0.5102587,1
0.2825296,0.49105406,0
0.25821328,0.5036006,1
0.30902612,0.4906262,0
0.28797364,0.49277994,0
0.27357548,0.49960247,0
0.27599517,0.49476838,0
0.24540646,0.49016488,1
0.2797807,0.495808,0
0.30557546,0.5193586,1
0.27853572,0.49551597,0
0.20935255,0.49887204,1
0.21964946,0.49304995,0
0.33139965,0.49647638,0
0.26950568,0.499645,1
0.23274703,0.49521887,1
0.1683253,0.4910438,0
0.2571751,0.49634758,0
0.26767457,0.51661444,1
0.3004586,0.49474478,0
0.25223482,0.4941125,1
0.2955643,0.49147856,0
0.21717149,0.49713317,1
0.24496748,0.5048365,1
0.2979785,0.48660746,0
0.222086,0.49028552,1
0.2803344,0.4848872,0
0.25634757,0.509826,1
0.29116383,0.478788,0
0.2753268,0.5019825,1
0.3197625,0.50059396,0
0.29520476,0.49856183,0
0.2860975,0.50359124,0
0.2977817,0.5175748,1
0.29759914,0.50768733,1
0.31672573,0.4975488,0
0.34258825,0.4980271,0
0.16977037,0.48919484,1
0.25426984,0.49401632,0
0.22682892,0.4934547,1
0.30918828,0.50332147,0
0.30147302,0.49145508,0
0.21901283,0.47589743,0
0.28442207,0.4904245,0
0.18648335,0.4879342,0
0.29766265,0.5013883,0
0.15247522,0.49675044,1
0.25218263,0.50268817,1
0.18841553,0.4864389,0
0.27197778,0.49814653,1
0.35194087,0.49158636,0
0.29199064,0.49315616,1
0.22976017,0.5034781,1
0.30302742,0.4806985,0
0.25323695,0.4924291,0
0.2449538,0.50553674,0
0.31561118,0.49216315,1
0.21860301,0.4945341,0
0.31839514,0.50161576,0
0.26716462,0.4817494,0
0.28762233,0.4906025,0
0.27160755,0.48134634,0
0.32492584,0.49081898,1
0.29438582,0.49753213,1
0.2957213,0.4938153,0
0.2311765,0.48943794,1
0.321154,0.49721146,0
0.23887345,0.48918787,0
0.24275362,0.4997169,1
0.23110995,0.4914976,1
0.19403872,0.4934751,1
0.33950073,0.504934,0
0.2265147,0.51580554,1
0.19007385,0.5008717,1
0.2884423,0.4963491,1
0.29219973,0.4898809,0
0.23453277,0.49302247,0
0.22896257,0.49202204,1
0.19101529,0.4955821,1
0.33778006,0.49281618,0
0.17316514,0.48097166,1
0.21289489,0.49712864,1
0.35465634,0.51846105,1
0.15427834,0.49540555,1
0.28430486,0.49171296,0
0.22675371,0.4900436,0
0.2826823,0.49966142,0
0.19932558,0.5071888,1
0.2536875,0.51480734,1
0.27066392,0.4954172,0
0.27873427,0.48789406,1
0.27576655,0.49919224,0
0.29303247,0.4867699,0
0.21980925,0.50000215,1
0.3110771,0.4959874,1
0.3472939,0.49710703,1
0.29004505,0.499444,0
0.29568148,0.48697898,0
0.3551339,0.5119781,1
0.28854185,0.48816147,0
0.2782403,0.46702278,0
0.2604515,0.48228025,0
0.28733015,0.510999,1
0.24032134,0.5018596,1
0.23633464,0.5017535,0
0.2892208,0.49340808,0
0.3345353,0.50208825,0
0.35610396,0.49206838,0
0.30756035,0.48873472,0
0.21015139,0.49443862,1
0.2948258,0.5000221,0
0.2851324,0.5207434,1
0.1906003,0.49362028,0
0.2507757,0.49288794,1
0.30365804,0.4963696,0
0.36273003,0.49880996,0
0.22497216,0.4924555,0
0.25331628,0.5029073,1
0.3280173,0.4855578,0
0.34295878,0.49933973,0
0.33646792,0.48136225,0
0.30624482,0.50478,1
0.25140676,0.4928706,1
0.32337752,0.4958048,0
0.34075356,0.49917427,0
0.33858123,0.49768224,0
0.3274966,0.5015807,1
0.33293343,0.49471954,0
0.22521845,0.49922523,0
0.18916205,0.49015963,0
0.3223434,0.49649236,0
0.34037656,0.49850166,0
0.27628124,0.5131541,1
0.25060424,0.50268763,1
0.2188681,0.4908379,0
0.3592381,0.49393395,1
0.29685962,0.49397588,1
0.28313148,0.48027804,0
0.21172297,0.4847047,0
0.27737436,0.47916362,0
0.25857782,0.49093327,0
0.24275011,0.49256265,0
0.28135508,0.499061,0
0.31954592,0.49249318,0
0.21130744,0.49996433,1
0.21059214,0.50242156,1
0.21025579,0.4935038,1
0.30090275,0.50207233,1
0.27570918,0.4883093,0
0.29305482,0.49470118,0
0.30783135,0.4915457,0
0.26192582,0.49992034,0
0.20851941,0.4979496,1
0.26338983,0.51000273,1
0.22670403,0.50007015,0
0.27308795,0.48766983,0
0.30972493,0.48462495,0
0.3180303,0.49472627,0
0.30850977,0.4905906,0
0.116323255,0.4912776,1
0.33060944,0.47891346,0
0.2797421,0.4978312,0
0.25036553,0.4995024,0
0.27605045,0.49116158,0
0.2821099,0.49339393,1
0.34311557,0.50241494,0
0.27473402,0.48788837,0
0.23359905,0.50243896,1
0.28636348,0.4843832,0
0.38493297,0.48740283,1
0.31911537,0.49318764,0
0.2547011,0.5055922,1
0.26586586,0.48969647,1
0.4012779,0.5057707,0
0.29266682,0.48598537,0
0.33026695,0.49878612,1
0.2510435,0.50265265,1
0.13503662,0.4928836,1
0.29439062,0.48573732,0
0.29071847,0.50261664,0
0.31201902,0.5011676,1
0.23709068,0.49627814,1
0.33552006,0.49784985,0
0.2725053,0.4886159,0
0.29638296,0.5033069,0
0.28953555,0.48853746,0
0.24324796,0.492493,1
0.29772195,0.5055786,0
0.28175092,0.507339,1
0.28165442,0.4819943,0
0.31688213,0.4994018,0
0.39310095,0.4944092,1
0.255835,0.49210998,0
0.35522762,0.4965147,0
0.34411278,0.4965907,0
0.33805674,0.49747357,0
0.32867393,0.4964805,0
0.27398616,0.48992494,0
0.21308208,0.49712035,1
0.31631702,0.4968787,0
0.25314623,0.496339,0
0.31753027,0.49614,0
0.33874795,0.49708948,0
0.2974015,0.48396745,0
0.3104604,0.49279353,0
0.29986933,0.49179134,0
0.27452356,0.49455085,1
0.29032558,0.50015587,1
0.20158139,0.4952662,1
0.22159933,0.5017407,1
0.25495833,0.5079958,1
0.25790507,0.48990205,1
0.26005512,0.49790534,0
0.35484087,0.5086727,1
0.13933025,0.49138126,1
0.38743573,0.4922131,0
0.3523708,0.50675076,1
0.22138697,0.50802046,1
0.29004827,0.5001796,1
0.3200443,0.49189937,0
0.28620917,0.4925902,0
0.3082466,0.5036892,0
0.22366902,0.5068155,1
0.27807224,0.48897478,0
0.2714356,0.49292192,1
0.33331674,0.50451106,1
0.3507058,0.49765858,0
0.31240097,0.4904388,0
0.29936594,0.4863577,0
0.24840316,0.49722472,1
0.27506804,0.48802057,0
0.3117035,0.49105906,0
0.3164564,0.4947753,0
0.21551469,0.4938631,1
0.20840698,0.49698117,1
0.30295536,0.49364686,0
0.2655955,0.5003142,1
0.2880314,0.5016153,1
0.31027007,0.5156366,1
0.3481044,0.49908957,1
0.3363447,0.4923179,0
0.22824505,0.5013594,1
0.3075482,0.4995693,0
0.24109909,0.4977992,0
0.22448273,0.48122606,1
0.2632007,0.49456486,0
0.331191,0.49640247,0
0.33221465,0.48163083,0
0.2821645,0.4943346,0
0.21889691,0.4998474,1
0.34621537,0.5078538,1
0.22224511,0.49626037,1
0.3523971,0.49255562,1
0.3124542,0.4824337,0
0.28186083,0.48527232,0
0.25118238,0.49217167,1
0.20643385,0.50326604,0
0.2148339,0.5014337,1
0.18487833,0.49238858,1
0.31185105,0.5021433,0
0.30819646,0.50237006,1
0.3116962,0.48441473,0
0.2698421,0.4972551,1
0.2501319,0.49722704,0
0.20462471,0.49910223,1
0.2533525,0.48695683,0
0.3259923,0.49373576,0
0.302337,0.5046275,1
0.27297196,0.5049541,1
0.21247861,0.4980378,1
0.31958532,0.5099878,1
0.28692204,0.4923097,0
0.24964634,0.482015,0
0.21984911,0.4966692,1
0.27897012,0.5022929,0
0.25756925,0.50223726,1
0.3412873,0.5024064,1
0.11798127,0.4930534,1
0.2980308,0.4886967,0
0.42327595,0.4958895,0
0.29140395,0.48170635,0
0.37194988,0.5066623,1
0.38656777,0.5030649,1
0.34467113,0.49108684,0
0.3118833,0.50027794,1
0.33650655,0.49801978,0
0.31474203,0.48912778,0
0.27242282,0.5010576,0
0.38905132,0.4886384,0
0.2811201,0.49335444,0
0.2664652,0.5009655,1
0.28725135,0.5204198,1
0.32133508,0.49267593,0
0.20012695,0.50004387,1
0.28722164,0.50737864,1
0.26647922,0.4861578,0
0.2529468,0.47906694,0
0.306886,0.5155421,1
0.21693507,0.5075162,1
0.34621704,0.5213114,1
0.31215212,0.4930482,0
0.26116896,0.49580166,0
0.20197052,0.49691486,1
0.33819193,0.51363665,1
0.33777675,0.4908458,1
0.24424681,0.4838436,1
0.29898053,0.49736238,0
0.2761442,0.5081726,1
0.30635747,0.49069455,0
0.30589658,0.4971466,0
0.3317889,0.49532136,0
0.29855415,0.4953377,0
0.2486383,0.49115673,0
0.2789466,0.49377796,0
0.26945537,0.48697814,0
0.29737538,0.48782024,0
0.20902458,0.50222665,1
0.15812661,0.49388024,1
0.2529475,0.5029627,1
0.2805793,0.50515753,1
0.26149333,0.516705,1
0.3189556,0.49928698,0
0.24946854,0.50249267,1
0.31926024,0.48783112,0
0.3107214,0.49231896,0
0.2618797,0.50172186,1
0.3363832,0.49857453,0
0.28978097,0.49045643,0
0.23741278,0.5026633,1
0.23025058,0.5025525,1
0.23286887,0.4856923,1
0.3036536,0.49672762,0
0.35562906,0.5036223,1
0.30918792,0.505977,1
0.2737683,0.49369916,0
0.3414649,0.49809054,0
0.34087762,0.51579887,1
0.22556327,0.5048341,1
0.3126931,0.49420968,0
0.25305057,0.49573478,0
0.29910368,0.50174123,0
0.28101528,0.49295202,0
0.26154605,0.47855473,1
0.25087762,0.49858233,0
0.36179948,0.5031645,0
0.24308006,0.48426995,0
0.2348027,0.49879265,1
0.2964505,0.5011588,1
0.32759535,0.48889306,1
0.27692434,0.48567343,0
0.22926119,0.4923915,1
0.29771364,0.48745903,0
0.25237143,0.49500182,1
0.2524486,0.49225983,1
0.33170936,0.49775028,1
0.28772485,0.4816846,0
0.22948983,0.49637344,0
0.21624786,0.49815118,1
0.29036826,0.4937649,0
0.31855655,0.49605593,1
0.24992976,0.49099013,1
0.33202899,0.4890144,0
0.22477368,0.50266653,1
0.3559636,0.5003862,0
0.282853,0.48490754,0
0.3025732,0.50065154,1
0.32280147,0.49479046,1
0.32977438,0.49801823,0
0.30412713,0.49513212,0
0.2419707,0.5045884,0
0.19091603,0.49618173,1
0.32326394,0.5000934,0
0.3675913,0.4845294,0
0.32113484,0.48860952,0
0.26595876,0.49841595,1
0.25588235,0.49568877,1
0.24347557,0.4982109,0
0.29306316,0.49767485,0
0.39397094,0.49996176,0
0.26600462,0.49872187,1
0.26784784,0.49874878,1
0.34657297,0.5045127,1
0.34011137,0.50084025,1
0.31608942,0.5016277,1
0.37896138,0.5012102,1
0.33058345,0.50092316,0
0.3542207,0.49656466,0
0.3048089,0.479611,0
0.22359973,0.5147136,1
0.349523,0.48935708,0
0.23987299,0.47944605,1
0.2994259,0.49308786,0
0.28930882,0.497699,0
0.28876647,0.4943844,0
0.100105435,0.50002104,0
0.35227486,0.5013293,1
0.12450391,0.49865636,1
0.24173406,0.49935535,0
0.14878324,0.4905343,1
0.23956294,0.5034415,1
0.34652534,0.4901736,0
0.25854304,0.49320996,1
0.20710959,0.5065616,1
0.30871117,0.49322757,0
0.22523944,0.503593,1
0.27595899,0.4911109,0
0.21492416,0.49318132,1
0.3331766,0.48600778,0
0.3239048,0.49384275,0
0.1984118,0.5068235,1
0.28051952,0.49099323,0
0.24193355,0.49462876,0
0.33112344,0.49706602,0
0.3271016,0.48226675,0
0.21160293,0.5008714,1
0.19931987,0.49974903,1
0.27618176,0.49755588,1
0.3614357,0.49034265,0
0.19100712,0.4946742,1
0.30411106,0.49197412,0
0.17755333,0.50149024,1
0.20988232,0.5039709,1
0.28722242,0.5057674,0
0.34276342,0.49960136,0
0.2715726,0.49248624,0
0.2906304,0.49415788,1
0.34674573,0.49981824,0
0.26160473,0.50301015,0
0.32431272,0.50071114,1
0.22901449,0.4883617,1
0.33099037,0.49501672,0
0.13253672,0.4902698,0
0.28423876,0.49916092,1
0.360489,0.50765747,1
0.26810157,0.5040332,1
0.29455,0.49219966,0
0.292516,0.50091475,0
0.26231304,0.5047321,1
0.3360533,0.49335325,0
0.31297755,0.49854174,0
0.22075525,0.49633026,1
0.33761674,0.49915552,0
0.27913797,0.5006847,1
0.2969499,0.5154464,1
0.38951254,0.50939995,1
0.1980394,0.50027806,1
0.19345728,0.49230304,0
0.30794522,0.500473,1
0.3159208,0.4991993,0
0.22396366,0.49334452,1
0.2839051,0.49318036,0
0.24111156,0.47984704,0
0.20429882,0.49342895,1
0.21700796,0.49774858,1
0.23865405,0.5016096,1
0.2427328,0.49846825,1
0.20770177,0.4861151,1
0.1705576,0.5058715,1
0.31020543,0.49717388,1
0.21681906,0.5059895,1
0.2755248,0.49513522,0
0.19025981,0.49280283,1
0.3205564,0.49940005,0
0.32829612,0.5091783,1
0.31883818,0.4813132,0
0.24540427,0.49449944,1
0.25452718,0.49724677,1
0.17197211,0.49318442,1
0.3040471,0.50007653,0
0.30750307,0.5068832,1
0.25390938,0.50709444,1
0.30011782,0.4868008,1
0.30793354,0.49626485,0
0.30896452,0.48620775,0
0.23333868,0.49897638,1
0.33530003,0.49207428,0
0.2882906,0.5028164,1
0.2251629,0.48514333,0
0.31610292,0.489634,0
0.27371144,0.48414373,0
0.2727081,0.5102561,1
0.3114683,0.4828948,0
0.33722723,0.49395713,0
0.38804784,0.49438176,0
0.20681326,0.49519205,1
0.33838454,0.50901514,1
0.21421506,0.5038917,1
0.3149234,0.49502814,0
0.32816988,0.49525213,0
0.2818639,0.49264136,0
0.3081925,0.49583113,0
0.24784307,0.48721138,0
0.4010547,0.52225393,1
0.32628423,0.49203,0
0.3304924,0.48582044,0
0.21654601,0.4821504,1
0.29151616,0.49703217,0
0.20983066,0.4927955,0
0.21952482,0.4985925,1
0.23958534,0.50572246,1
0.32221228,0.49458098,0
0.18454228,0.48320004,1
0.25510278,0.50427574,1
0.27813593,0.5036679,1
0.2414918,0.4917889,1
0.33523786,0.49116847,0
0.31338465,0.48945117,0
0.30159107,0.49410403,0
0.2500133,0.48979965,1
0.2874069,0.49129483,0
0.2395933,0.4972843,1
0.2903908,0.50182885,0
0.34305537,0.49067092,0
0.1755934,0.48936367,0
0.34493956,0.5036778,0
0.27099976,0.4916688,0
0.236252,0.48954287,1
0.2901463,0.49197102,0
0.24512325,0.4833851,1
0.26154044,0.5042955,0
0.25012404,0.49718332,1
0.30043095,0.490522,0
0.30540437,0.50309736,1
0.23066677,0.5056374,1
0.35115355,0.49605945,0
0.3149114,0.49404207,0
0.20249456,0.49873042,1
0.16026813,0.503073,1
0.25068617,0.49518967,1
0.3381268,0.499204,1
0.31312275,0.49503818,0
0.26160902,0.5046964,0
0.3244282,0.49670935,0
0.2609437,0.4849287,1
0.31283265,0.49982777,1
0.20398994,0.4959621,1
0.21266401,0.50015676,1
0.29974794,0.4930261,0
0.34897798,0.5013748,1
0.2940498,0.49884978,0
0.2543643,0.50485146,1
0.11303823,0.4894978,1
0.29148856,0.5162534,1
0.36147934,0.5220904,1
0.3114038,0.49128997,0
0.2776902,0.49603808,0
0.29622048,0.49592003,0
0.30376264,0.51608616,1
0.2623492,0.5058188,1
0.26876092,0.48741284,0
0.18093088,0.4905716,1
0.30281007,0.485469,0
0.31069025,0.5170285,1
0.26641646,0.50425524,1
0.25656182,0.49516913,1
0.20729883,0.50404364,1
0.2674259,0.49641624,1
0.28876865,0.4889985,0
0.20902191,0.50081784,1
0.31947827,0.49304852,0
0.28981793,0.48500514,0
0.27700818,0.5027198,1
0.24325636,0.4942017,0
0.25877485,0.516742,1
0.26274616,0.50899214,1
0.34862477,0.5029823,1
0.36522552,0.51092297,1
0.263411,0.49841142,0
0.33906394,0.5047819,1
0.28713274,0.49646258,0
0.20583762,0.490442,1
0.2524509,0.5001531,1
0.298193,0.50022596,0
