clip_sim,gate,is_fake
0.21951377,0.48286164,1
0.2985477,0.4885892,1
0.37206006,0.48664716,1
0.26035523,0.47468534,1
0.26189494,0.4799371,0
0.25244683,0.49526712,1
0.31912363,0.4796523,0
0.32127357,0.48211658,0
0.31702894,0.49274585,1
0.24795306,0.48698434,0
0.29410142,0.4787183,1
0.30706546,0.4985275,1
0.23164442,0.4851221,1
0.29922608,0.48580205,0
0.24541827,0.47430837,0
0.2649628,0.4857006,0
0.33592296,0.48022494,0
0.27924895,0.48900756,1
0.29504654,0.49048993,1
0.18645874,0.4798001,1
0.31495517,0.4792963,1
0.22497126,0.47972202,0
0.29011965,0.47865677,0
0.25768977,0.48904428,1
0.26284558,0.47120586,0
0.28381073,0.48302755,1
0.25661486,0.47969994,0
0.31802505,0.48562956,0
0.28269917,0.47038174,0
0.2565453,0.4919381,0
0.29674095,0.47772136,0
0.2861646,0.4735571,1
0.3165679,0.49804476,0
0.33025706,0.48610792,0
0.35396218,0.48024964,0
0.28807607,0.4902688,0
0.18675587,0.48009065,1
0.20224622,0.4837767,1
0.33734864,0.48575476,0
0.24643561,0.49782822,1
0.28531933,0.47623873,1
0.32593098,0.4955887,1
0.2735504,0.4877641,0
0.29739463,0.48206997,0
0.27148497,0.47958025,0
0.33081016,0.48144993,0
0.30319342,0.47857937,0
0.3133909,0.47906014,0
0.27266887,0.47471654,1
0.3094999,0.49105462,1
0.22467694,0.47796884,0
0.31276637,0.48325977,0
0.2191017,0.47321853,1
0.3029097,0.49198067,1
0.3091005,0.48155522,0
0.23916987,0.47924685,1
0.24674696,0.47772208,0
0.3284081,0.47508606,0
0.32257748,0.47364664,1
0.33589402,0.4968873,0
0.26981437,0.48506364,0
0.3541738,0.47088742,0
0.29710647,0.4760355,0
0.2848305,0.48089078,1
0.27346334,0.48572516,1
0.3096708,0.48428854,0
0.2785809,0.47962236,0
0.33024296,0.48944888,1
0.35121506,0.48437187,0
0.27163535,0.48740068,0
0.25387228,0.4800386,1
0.28741616,0.48899665,0
0.28146422,0.49365482,1
0.2470296,0.47617102,0
0.3121382,0.49453616,0
0.32993743,0.48684987,0
0.24517483,0.47741237,1
0.24979115,0.47478342,1
0.2120867,0.49253187,1
0.28347448,0.49385405,1
0.28724766,0.48355213,0
0.30282244,0.46747398,0
0.25040108,0.478848,0
0.29309028,0.47706875,0
0.20971738,0.4713359,0
0.26338428,0.48994958,0
0.22088815,0.48369944,0
0.28076914,0.4850212,0
0.29086325,0.47957876,0
0.2678975,0.4714353,0
0.33270878,0.48212853,1
0.3294686,0.48515046,1
0.26081273,0.4728774,0
0.21788923,0.4883678,1
0.28181803,0.49215874,1
0.22624826,0.48874673,1
0.2780175,0.48373303,0
0.37994486,0.47493076,0
0.23494676,0.4886318,0
0.24442348,0.48660374,1
0.32415202,0.48845562,0
0.30559516,0.4931253,1
0.306253,0.4834969,0
0.32802102,0.49704027,0
0.28450626,0.47918376,1
0.3166573,0.49564555,0
0.28635553,0.46967638,0
0.23931733,0.48593554,1
0.29379547,0.46786514,0
0.2367906,0.49095917,0
0.28845173,0.47640142,0
0.22652963,0.48850906,0
0.21588877,0.47734675,1
0.307266,0.489736,0
0.2703274,0.46371296,0
0.3790658,0.49716422,0
0.24235377,0.48773965,1
0.2672509,0.48774025,0
0.24892265,0.48583543,1
0.342566,0.47654068,0
0.28842962,0.48517206,1
0.2865123,0.47901574,1
0.33553663,0.4740192,0
0.35565782,0.49109182,1
0.39326566,0.4879168,1
0.27034825,0.47297633,0
0.27665824,0.4853511,1
0.2733623,0.4931577,0
0.25673917,0.4780614,1
0.3507333,0.49215782,0
0.24911313,0.4761397,0
0.3485601,0.48565838,1
0.26927778,0.4619492,0
0.25639156,0.4918506,1
0.32715607,0.48356485,0
0.17385823,0.49357924,0
0.3765372,0.50476724,1
0.24834403,0.48059842,1
0.28591385,0.4843657,1
0.22654818,0.46121863,0
0.3193463,0.4812088,0
0.3496022,0.4794831,0
0.29525632,0.49157393,0
0.28279293,0.48700225,0
0.282511,0.48399985,0
0.37740153,0.47679082,0
0.30970657,0.47242498,0
0.19885913,0.4724309,1
0.3208295,0.49082398,1
0.33714765,0.4671106,0
0.20302394,0.4811289,1
0.2798115,0.47814187,0
0.36330718,0.47569096,0
0.21350801,0.48317286,0
0.307026,0.49243546,1
0.35630065,0.49580815,0
0.20793903,0.48687682,1
0.24743824,0.4717412,0
0.30244136,0.4814402,1
0.26921624,0.4847828,0
0.25294402,0.4762353,1
0.18238801,0.47575426,1
0.4178508,0.4989172,1
0.25227198,0.4700756,0
0.32120174,0.4863288,0
0.22831029,0.49488044,1
0.32686564,0.4797454,0
0.2981354,0.48794115,1
0.26797426,0.4921031,1
0.24931955,0.4875013,1
0.21914724,0.47875127,1
0.30570498,0.4900578,1
0.24769288,0.4915053,1
0.32889068,0.47861087,0
0.290228,0.4782753,0
0.2682283,0.46882406,1
0.26585233,0.4833413,1
0.36371002,0.47785172,1
0.30604753,0.47808337,0
0.2950133,0.48633695,0
0.27555567,0.4864663,1
0.2740888,0.48588863,0
0.2384506,0.47466657,0
0.26923373,0.48097536,1
0.35906073,0.4827756,0
0.27417934,0.47952747,0
0.30152497,0.4659789,0
0.3037545,0.47981548,1
0.38190618,0.4908853,0
0.28910756,0.48966238,1
0.22680587,0.49381956,1
0.26363462,0.4830068,1
0.37342018,0.49640512,1
0.22711802,0.47961247,0
0.31710136,0.48839,0
0.27198824,0.48662224,0
0.27982527,0.46453908,1
0.31229055,0.4919777,1
0.24664678,0.4932828,0
0.35697454,0.48314548,0
0.2793851,0.49313965,1
0.24073714,0.4843452,1
0.24715811,0.48407826,0
0.27678338,0.48536745,1
0.28035092,0.48108694,0
0.24381045,0.48344484,0
0.30213574,0.47991395,0
0.35533977,0.4887465,1
0.28045207,0.48906812,0
0.23070951,0.5045476,1
0.28036118,0.48339733,0
0.31175655,0.47502038,0
0.30429453,0.48045936,0
0.2516275,0.49023065,1
0.26812243,0.48637763,0
0.28294757,0.49034604,0
0.24076171,0.49447778,1
0.33366376,0.47392145,1
0.3105412,0.4799979,0
0.26919922,0.47967914,0
0.27543765,0.47095513,1
0.3349518,0.48873147,1
0.2725963,0.4907905,1
0.28388032,0.48900676,0
0.28661036,0.4870727,1
0.33076036,0.48723897,0
0.25929642,0.49272415,1
0.22307608,0.459035,0
0.31368396,0.45941317,0
0.29268584,0.4904144,1
0.28376576,0.471902,1
0.2850942,0.47710085,0
0.30860633,0.485739,0
0.2999642,0.48398837,0
0.30875352,0.48642674,1
0.21751095,0.4841101,0
0.32665676,0.4886597,0
0.26024783,0.48094365,0
0.24752721,0.5008325,1
0.23512474,0.48237768,0
0.23644377,0.47718653,0
0.29980534,0.48241293,1
0.19994019,0.47829846,1
0.23407619,0.46523035,0
0.27514857,0.47392735,0
0.25613424,0.49177113,1
0.29769933,0.4711654,1
0.20902567,0.48466346,1
0.27647206,0.48826405,0
0.3536595,0.48917595,1
0.29341784,0.4814756,0
0.30140293,0.49870953,1
0.34256348,0.49248984,1
0.29523998,0.48842597,0
0.270446,0.47937015,0
0.33182335,0.5029902,0
0.34858298,0.49534717,1
0.25080028,0.4950529,1
0.23314999,0.49598733,0
0.28451887,0.47476175,1
0.30203938,0.47781977,0
0.27599517,0.47853157,0
0.24954195,0.4769423,0
0.29234713,0.47059628,1
0.21339887,0.48538694,0
0.28404325,0.47749755,0
0.28713983,0.49095654,1
0.2797807,0.4861102,0
0.19915757,0.48900068,1
0.27853572,0.47864822,0
0.21964946,0.48864114,0
0.25400043,0.50153565,1
0.14786649,0.4690372,1
0.30228168,0.480347,1
0.33139965,0.4836252,0
0.26932463,0.4737382,0
0.34113002,0.489738,0
0.23513699,0.47425744,0
0.34861302,0.48801795,1
0.1683253,0.48304662,0
0.29845607,0.49055675,1
0.3004586,0.4854313,0
0.32695627,0.48411953,0
0.2205592,0.4937475,1
0.31472716,0.49839267,1
0.20386933,0.47840557,0
0.19056572,0.46944487,0
0.2819006,0.47762084,0
0.23976764,0.4878889,0
0.3148293,0.47772455,0
0.2979785,0.4769411,0
0.30236644,0.47394767,0
0.30952153,0.4943947,0
0.222086,0.46657935,1
0.29116383,0.47786415,0
0.31206205,0.479835,0
0.23686782,0.46515092,1
0.22174895,0.4850184,0
0.2483359,0.47561407,0
0.3106399,0.49554768,0
0.2753268,0.48763898,1
0.27884242,0.48324046,1
0.3197625,0.48084417,0
0.29520476,0.48051557,0
0.25754657,0.4843594,1
0.3453706,0.48604026,1
0.3363526,0.49124154,1
0.24699284,0.49058318,1
0.35485488,0.47649443,0
0.33870035,0.47394213,0
0.19008456,0.49187317,0
0.25496092,0.48479584,1
0.24610645,0.48280677,1
0.30918828,0.49653658,0
0.26790845,0.47674015,0
0.27737105,0.48135102,1
0.21901283,0.47666764,0
0.2258359,0.47997448,1
0.29766265,0.48517212,0
0.2543794,0.46868387,1
0.30312967,0.46475664,0
0.2697083,0.4840267,0
0.21754736,0.4707326,0
0.33886707,0.4868364,0
0.27408606,0.47485313,0
0.26437885,0.48497668,0
0.3132897,0.4809817,0
0.30302742,0.48222438,0
0.2692985,0.4702828,0
0.25323695,0.4664788,0
0.30874145,0.49174726,1
0.28685212,0.48329806,1
0.115931995,0.48002872,1
0.31839514,0.49150738,0
0.32024804,0.4883964,0
0.35401595,0.489136,1
0.26716462,0.46578547,0
0.25095242,0.49211514,0
0.2944293,0.48293924,0
0.32492584,0.48828268,1
0.29438582,0.49114272,1
0.2957213,0.47872353,0
0.3069023,0.4806278,1
0.3270713,0.48659876,0
0.32722375,0.49355936,1
0.3012029,0.4839058,0
0.23110995,0.48523355,1
0.2244784,0.4707818,0
0.28749,0.4790829,0
0.23230737,0.49020955,0
0.33380362,0.47839546,0
0.27087158,0.4782144,0
0.25178584,0.46818626,0
0.28732157,0.46458638,0
0.3354271,0.48892736,0
0.2659149,0.47028533,0
0.2900003,0.47487307,1
0.30848354,0.49813256,1
0.29219973,0.48191276,0
0.19101529,0.48173952,1
0.22354735,0.4878584,1
0.25149593,0.49396706,1
0.21289489,0.49126157,1
0.30851072,0.47341213,0
0.2909384,0.48344526,0
0.32015976,0.4745998,0
0.4149299,0.5064179,0
0.2826823,0.48930493,0
0.22901255,0.49226955,1
0.2397401,0.472447,1
0.21749225,0.468223,1
0.27873427,0.4785279,1
0.3071078,0.47673345,1
0.22734278,0.4740089,0
0.21980925,0.48668432,1
0.3248011,0.4802206,1
0.23711169,0.4764792,0
0.28273624,0.47468075,0
0.30505955,0.48345053,0
0.27524328,0.4913957,1
0.29337892,0.49285665,1
0.2435382,0.48292062,1
0.2801715,0.48594722,1
0.29004505,0.484691,0
0.2615976,0.48730478,1
0.33409685,0.48487654,0
0.32199368,0.48543587,0
0.2291235,0.47580972,1
0.27143753,0.4826409,0
0.30945382,0.48240674,0
0.29064894,0.47029552,0
0.22468667,0.47841,0
0.29376048,0.47671434,0
0.28854185,0.46874154,0
0.3484946,0.47849414,0
0.35947096,0.48031822,0
0.3453204,0.48828697,1
0.31149328,0.47841227,0
0.21562862,0.4829719,0
0.30756035,0.4801042,0
0.23950997,0.47761643,0
0.16936444,0.48261,1
0.2719444,0.47578463,0
0.30447772,0.4858884,1
0.3300698,0.4781811,0
0.2342785,0.49036953,0
0.27428767,0.47827625,1
0.2727159,0.48259914,1
0.1906003,0.47613886,0
0.23216149,0.4811149,0
0.3060149,0.47910142,0
0.30365804,0.4915618,0
0.29274672,0.47884235,0
0.22352865,0.47356614,1
0.3229158,0.4916359,1
0.2861624,0.47042677,1
0.2676189,0.4919968,1
0.3280173,0.4795884,0
0.19632208,0.48874724,0
0.30624482,0.5000565,1
0.27642187,0.491501,1
0.26765013,0.45806572,0
0.2855385,0.47999647,0
0.3506425,0.4762716,0
0.29019243,0.4782243,0
0.3147393,0.47401643,0
0.17829949,0.4902189,0
0.30086976,0.47419786,0
0.31424704,0.4752237,0
0.28047657,0.48540398,0
0.2360299,0.45684645,0
0.34664556,0.49241057,0
0.3274966,0.49343887,1
0.2069679,0.47486696,1
0.28414336,0.48183563,1
0.29512456,0.49031344,1
0.33293343,0.47702932,0
0.28197524,0.47931442,1
0.22521845,0.48216048,0
0.18916205,0.47904262,0
0.35169834,0.4888834,0
0.32954708,0.47978392,1
0.28271538,0.47637174,0
0.24858809,0.4893216,0
0.24906555,0.4664531,0
0.31140625,0.4925734,1
0.33296353,0.48534524,0
0.3340167,0.48241648,0
0.20717102,0.48834595,1
0.26928985,0.47597352,0
0.291738,0.47742882,0
0.2188681,0.47625113,0
0.3592381,0.4795145,1
0.2897898,0.47582996,0
0.25886568,0.49324736,1
0.21172297,0.4833816,0
0.19653809,0.46944514,1
0.31243232,0.47578427,0
0.27041137,0.47911584,0
0.29767406,0.48052987,0
0.25857782,0.48784697,0
0.34011653,0.48670712,1
0.25576663,0.48121527,1
0.27951014,0.47425494,0
0.31954592,0.47521988,0
0.32560682,0.4921476,1
0.32642826,0.4825666,1
0.2849919,0.49051532,0
0.32488596,0.47037086,0
0.31505585,0.48171818,0
0.2744363,0.48503986,0
0.24742639,0.48455477,0
0.31629738,0.48693827,1
0.26192582,0.4895467,0
0.3079108,0.4761138,1
0.3245514,0.47724363,0
0.245145,0.48661247,1
0.30392098,0.48367834,0
0.2499085,0.4728837,1
0.30839416,0.4794736,0
0.24035233,0.48915806,1
0.24608043,0.47989416,0
0.25831398,0.49266854,0
0.3386484,0.48542908,1
0.22670403,0.47523412,0
0.2595983,0.48002574,1
0.27308795,0.48330173,0
0.36089808,0.49249426,0
0.28848615,0.48806337,1
0.33162707,0.47571322,0
0.3180303,0.48113897,0
0.30850977,0.47387353,0
0.3047188,0.47692356,0
0.3576646,0.49256143,0
0.33060944,0.47039554,0
0.33161432,0.4792601,0
0.21738824,0.48732916,1
0.28178674,0.48652992,0
0.30279624,0.48357627,0
0.2522251,0.48569962,0
0.23355617,0.47802225,0
0.33242235,0.49452734,1
0.22274688,0.5029829,0
0.29241946,0.47187248,1
0.2821099,0.47807312,1
0.28279367,0.48531517,0
0.34311557,0.49373046,0
0.20596012,0.47384146,1
0.28636348,0.47072852,0
0.3108005,0.49310327,1
0.38493297,0.47962138,1
0.2547011,0.48692787,1
0.23146488,0.48754883,1
0.19611883,0.48903275,1
0.26586586,0.48185554,1
0.2563582,0.4795212,1
0.28915632,0.49481145,0
0.34748,0.47688937,0
0.24309994,0.4806298,1
0.3266594,0.48654857,0
0.33361268,0.488783,0
0.3464713,0.4902749,1
0.24267086,0.48325095,0
0.22038989,0.48421502,0
0.23800465,0.4737874,0
0.26186353,0.4794791,0
0.28117722,0.47582266,0
0.269834,0.48720038,0
0.24532655,0.4783282,0
0.26821002,0.47558784,1
0.4012779,0.49454388,0
0.29711375,0.47700867,0
0.29266682,0.4755853,0
0.23853993,0.46698293,0
0.2063405,0.48011652,1
0.22932948,0.4839882,1
0.24992923,0.4912839,1
0.3042273,0.48672125,0
0.24658252,0.4879901,1
0.32785672,0.486055,0
0.24219081,0.48569226,0
0.30266124,0.47048628,1
0.2671103,0.48130298,0
0.30491254,0.48824802,1
0.2725053,0.4774731,0
0.29638296,0.4839784,0
0.28953555,0.48491943,0
0.24727023,0.47528958,1
0.23094776,0.48680258,1
0.30750346,0.4908532,1
0.28413782,0.47276303,0
0.31859267,0.48432744,0
0.28165442,0.47410604,0
0.39310095,0.48678994,1
0.284487,0.4948614,1
0.26839522,0.49719122,1
0.2917226,0.48378947,0
0.33478606,0.486367,0
0.23983654,0.47527984,1
0.35522762,0.48365974,0
0.3074128,0.47666144,0
0.2849734,0.4810678,0
0.3346734,0.47184896,0
0.2820049,0.48227468,0
0.19041497,0.47440755,1
0.30674902,0.47821942,0
0.33935738,0.4816179,0
0.34411278,0.49250445,0
0.30962735,0.48502764,0
0.29560575,0.49702653,1
0.3156255,0.475798,0
0.27991983,0.47994784,0
0.25314623,0.49124613,0
0.34775728,0.48474458,1
0.33874795,0.49290642,0
0.35714793,0.49020672,0
0.2855988,0.48858073,1
0.22470088,0.4858122,1
0.30309385,0.48067045,0
0.23991767,0.47421476,0
0.34417126,0.49296132,1
0.27250686,0.47819367,0
0.25073072,0.4658538,0
0.3371991,0.4896717,1
0.3104604,0.47968826,0
0.25632036,0.47117516,1
0.2260821,0.49248388,0
0.29826355,0.48629355,1
0.32199523,0.47240123,0
0.29603603,0.47835445,1
0.27350384,0.48903522,1
0.29032558,0.4940597,1
0.32890192,0.48474228,1
0.2514275,0.4760274,1
0.22524516,0.4913856,1
0.2916299,0.48379278,1
0.18799424,0.4790752,1
0.22791573,0.49489728,1
